,sensor_id,sensor_type,location,lat,lon,timestamp,P1,durP1,ratioP1,P2,durP2,ratioP2
190,219,SDS011,94,48.765,9.168,2016-10-29T17:39:21.042400+00:00,34.6,,,28.4,,
191,219,SDS011,94,48.765,9.168,2016-10-29T17:40:20.346451+00:00,29.1,,,25.46,,
192,219,SDS011,94,48.765,9.168,2016-10-29T17:41:18.868606+00:00,26.32,,,24.28,,
193,219,SDS011,94,48.765,9.168,2016-10-29T17:42:18.143436+00:00,35.06,,,30.16,,
194,219,SDS011,94,48.765,9.168,2016-10-29T17:43:17.573223+00:00,30.42,,,25.82,,
195,219,SDS011,94,48.765,9.168,2016-10-29T17:44:16.840931+00:00,31.18,,,27.7,,
196,219,SDS011,94,48.765,9.168,2016-10-29T17:45:17.191242+00:00,30.76,,,25.48,,
197,219,SDS011,94,48.765,9.168,2016-10-29T17:46:15.422804+00:00,35.06,,,30.28,,
198,219,SDS011,94,48.765,9.168,2016-10-29T17:47:14.418207+00:00,32.3,,,26.64,,
199,219,SDS011,94,48.765,9.168,2016-10-29T17:48:13.745927+00:00,32.0,,,27.06,,
200,219,SDS011,94,48.765,9.168,2016-10-29T17:49:11.968608+00:00,31.76,,,26.82,,
201,219,SDS011,94,48.765,9.168,2016-10-29T17:50:11.407875+00:00,30.56,,,25.48,,
202,219,SDS011,94,48.765,9.168,2016-10-29T17:51:10.680738+00:00,32.82,,,27.44,,
203,219,SDS011,94,48.765,9.168,2016-10-29T17:52:10.043213+00:00,28.9,,,25.78,,
204,219,SDS011,94,48.765,9.168,2016-10-29T17:53:09.318889+00:00,29.6,,,26.12,,
205,219,SDS011,94,48.765,9.168,2016-10-29T17:54:08.718709+00:00,31.92,,,27.38,,
206,219,SDS011,94,48.765,9.168,2016-10-29T17:55:08.179982+00:00,28.92,,,26.2,,
207,219,SDS011,94,48.765,9.168,2016-10-29T17:56:08.025006+00:00,32.56,,,27.98,,
208,219,SDS011,94,48.765,9.168,2016-10-29T17:57:02.628344+00:00,34.3,,,29.12,,
209,219,SDS011,94,48.765,9.168,2016-10-29T17:58:00.880641+00:00,35.8,,,30.22,,
210,219,SDS011,94,48.765,9.168,2016-10-29T17:58:59.096604+00:00,34.6,,,29.12,,
211,219,SDS011,94,48.765,9.168,2016-10-29T17:59:58.390595+00:00,31.68,,,25.68,,
